"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","CPI","TOT","AGRWTH","A","2002",3.127133,
"SVK","CPI","TOT","AGRWTH","A","2003",8.554143,
"SVK","CPI","TOT","AGRWTH","A","2004",7.548501,
"SVK","CPI","TOT","AGRWTH","A","2005",2.709085,
"SVK","CPI","TOT","AGRWTH","A","2006",4.483331,
"SVK","CPI","TOT","AGRWTH","A","2007",2.756724,
"SVK","CPI","TOT","AGRWTH","A","2008",4.59818,
"SVK","CPI","TOT","AGRWTH","A","2009",1.615105,
"SVK","CPI","TOT","AGRWTH","A","2010",0.9570181,
"SVK","CPI","TOT","AGRWTH","A","2011",3.919286,
"SVK","CPI","TOT","AGRWTH","A","2012",3.606103,
"SVK","CPI","TOT","AGRWTH","A","2013",1.400474,
"SVK","CPI","TOT","AGRWTH","A","2014",-0.07616533,
"SVK","CPI","TOT","AGRWTH","A","2015",-0.3252198,
"SVK","CPI","TOT","AGRWTH","A","2016",-0.5200102,
"SVK","CPI","TOT","AGRWTH","A","2017",1.311946,
"SVK","CPI","TOT","AGRWTH","A","2018",2.514037,
"SVK","CPI","TOT","AGRWTH","A","2019",2.664561,
"SVK","CPI","TOT","AGRWTH","A","2020",1.936941,
"SVK","CPI","TOT","AGRWTH","A","2021",3.149606,
"ESP","CPI","TOT","AGRWTH","A","1995",4.673804,
"ESP","CPI","TOT","AGRWTH","A","1996",3.558843,
"ESP","CPI","TOT","AGRWTH","A","1997",1.971078,
"ESP","CPI","TOT","AGRWTH","A","1998",1.83433,
"ESP","CPI","TOT","AGRWTH","A","1999",2.310345,
"ESP","CPI","TOT","AGRWTH","A","2000",3.433517,
"ESP","CPI","TOT","AGRWTH","A","2001",3.589833,
"ESP","CPI","TOT","AGRWTH","A","2002",3.065657,
"ESP","CPI","TOT","AGRWTH","A","2003",3.038888,
"ESP","CPI","TOT","AGRWTH","A","2004",3.039249,
"ESP","CPI","TOT","AGRWTH","A","2005",3.368814,
"ESP","CPI","TOT","AGRWTH","A","2006",3.515576,
"ESP","CPI","TOT","AGRWTH","A","2007",2.786798,
"ESP","CPI","TOT","AGRWTH","A","2008",4.075343,
"ESP","CPI","TOT","AGRWTH","A","2009",-0.2878131,
"ESP","CPI","TOT","AGRWTH","A","2010",1.799865,
"ESP","CPI","TOT","AGRWTH","A","2011",3.196102,
"ESP","CPI","TOT","AGRWTH","A","2012",2.446128,
"ESP","CPI","TOT","AGRWTH","A","2013",1.408581,
"ESP","CPI","TOT","AGRWTH","A","2014",-0.1511148,
"ESP","CPI","TOT","AGRWTH","A","2015",-0.5003657,
"ESP","CPI","TOT","AGRWTH","A","2016",-0.202598,
"ESP","CPI","TOT","AGRWTH","A","2017",1.956076,
"ESP","CPI","TOT","AGRWTH","A","2018",1.674981,
"ESP","CPI","TOT","AGRWTH","A","2019",0.699519,
"ESP","CPI","TOT","AGRWTH","A","2020",-0.322753,
"ESP","CPI","TOT","AGRWTH","A","2021",3.093135,
"SWE","CPI","TOT","AGRWTH","A","1995",2.455149,
"SWE","CPI","TOT","AGRWTH","A","1996",0.533132,
"SWE","CPI","TOT","AGRWTH","A","1997",0.6584103,
"SWE","CPI","TOT","AGRWTH","A","1998",-0.2671327,
"SWE","CPI","TOT","AGRWTH","A","1999",0.4621758,
"SWE","CPI","TOT","AGRWTH","A","2000",0.8991438,
"SWE","CPI","TOT","AGRWTH","A","2001",2.405958,
"SWE","CPI","TOT","AGRWTH","A","2002",2.158482,
"SWE","CPI","TOT","AGRWTH","A","2003",1.925655,
"SWE","CPI","TOT","AGRWTH","A","2004",0.3736598,
"SWE","CPI","TOT","AGRWTH","A","2005",0.4531709,
"SWE","CPI","TOT","AGRWTH","A","2006",1.360215,
"SWE","CPI","TOT","AGRWTH","A","2007",2.212169,
"SWE","CPI","TOT","AGRWTH","A","2008",3.437049,
"SWE","CPI","TOT","AGRWTH","A","2009",-0.4944606,
"SWE","CPI","TOT","AGRWTH","A","2010",1.157988,
"SWE","CPI","TOT","AGRWTH","A","2011",2.961151,
"SWE","CPI","TOT","AGRWTH","A","2012",0.8883775,
"SWE","CPI","TOT","AGRWTH","A","2013",-0.04429297,
"SWE","CPI","TOT","AGRWTH","A","2014",-0.1796385,
"SWE","CPI","TOT","AGRWTH","A","2015",-0.04678474,
"SWE","CPI","TOT","AGRWTH","A","2016",0.9842693,
"SWE","CPI","TOT","AGRWTH","A","2017",1.794499,
"SWE","CPI","TOT","AGRWTH","A","2018",1.953535,
"SWE","CPI","TOT","AGRWTH","A","2019",1.784151,
"SWE","CPI","TOT","AGRWTH","A","2020",0.4973673,
"SWE","CPI","TOT","AGRWTH","A","2021",2.163197,
"TUR","CPI","TOT","AGRWTH","A","1995",89.11331,
"TUR","CPI","TOT","AGRWTH","A","1996",80.41214,
"TUR","CPI","TOT","AGRWTH","A","1997",85.66936,
"TUR","CPI","TOT","AGRWTH","A","1998",84.64133,
"TUR","CPI","TOT","AGRWTH","A","1999",64.86748,
"TUR","CPI","TOT","AGRWTH","A","2000",54.91538,
"TUR","CPI","TOT","AGRWTH","A","2001",54.40018,
"TUR","CPI","TOT","AGRWTH","A","2002",44.96412,
"TUR","CPI","TOT","AGRWTH","A","2003",21.60244,
"TUR","CPI","TOT","AGRWTH","A","2004",8.598262,
"TUR","CPI","TOT","AGRWTH","A","2005",8.17916,
"TUR","CPI","TOT","AGRWTH","A","2006",9.597242,
"TUR","CPI","TOT","AGRWTH","A","2007",8.756181,
"TUR","CPI","TOT","AGRWTH","A","2008",10.44413,
"TUR","CPI","TOT","AGRWTH","A","2009",6.250977,
"TUR","CPI","TOT","AGRWTH","A","2010",8.566444,
"TUR","CPI","TOT","AGRWTH","A","2011",6.471879,
"TUR","CPI","TOT","AGRWTH","A","2012",8.89157,
"TUR","CPI","TOT","AGRWTH","A","2013",7.49309,
"TUR","CPI","TOT","AGRWTH","A","2014",8.854572,
"TUR","CPI","TOT","AGRWTH","A","2015",7.670854,
"TUR","CPI","TOT","AGRWTH","A","2016",7.775134,
"TUR","CPI","TOT","AGRWTH","A","2017",11.14431,
"TUR","CPI","TOT","AGRWTH","A","2018",16.33246,
"TUR","CPI","TOT","AGRWTH","A","2019",15.17682,
"TUR","CPI","TOT","AGRWTH","A","2020",12.27896,
"TUR","CPI","TOT","AGRWTH","A","2021",19.59649,
"GBR","CPI","TOT","AGRWTH","A","1995",2.7,
"GBR","CPI","TOT","AGRWTH","A","1996",2.9,
"GBR","CPI","TOT","AGRWTH","A","1997",2.2,
"GBR","CPI","TOT","AGRWTH","A","1998",1.8,
"GBR","CPI","TOT","AGRWTH","A","1999",1.7,
"GBR","CPI","TOT","AGRWTH","A","2000",1.2,
"GBR","CPI","TOT","AGRWTH","A","2001",1.6,
"GBR","CPI","TOT","AGRWTH","A","2002",1.5,
"GBR","CPI","TOT","AGRWTH","A","2003",1.4,
"GBR","CPI","TOT","AGRWTH","A","2004",1.4,
"GBR","CPI","TOT","AGRWTH","A","2005",2.1,
"GBR","CPI","TOT","AGRWTH","A","2006",2.5,
"GBR","CPI","TOT","AGRWTH","A","2007",2.4,
"GBR","CPI","TOT","AGRWTH","A","2008",3.5,
"GBR","CPI","TOT","AGRWTH","A","2009",2,
"GBR","CPI","TOT","AGRWTH","A","2010",2.5,
"GBR","CPI","TOT","AGRWTH","A","2011",3.8,
"GBR","CPI","TOT","AGRWTH","A","2012",2.6,
"GBR","CPI","TOT","AGRWTH","A","2013",2.3,
"GBR","CPI","TOT","AGRWTH","A","2014",1.5,
"GBR","CPI","TOT","AGRWTH","A","2015",0.4,
"GBR","CPI","TOT","AGRWTH","A","2016",1,
"GBR","CPI","TOT","AGRWTH","A","2017",2.6,
"GBR","CPI","TOT","AGRWTH","A","2018",2.3,
"GBR","CPI","TOT","AGRWTH","A","2019",1.7,
"GBR","CPI","TOT","AGRWTH","A","2020",1,
"GBR","CPI","TOT","AGRWTH","A","2021",2.5,
"USA","CPI","TOT","AGRWTH","A","1995",2.80542,
"USA","CPI","TOT","AGRWTH","A","1996",2.931204,
"USA","CPI","TOT","AGRWTH","A","1997",2.33769,
"USA","CPI","TOT","AGRWTH","A","1998",1.552279,
"USA","CPI","TOT","AGRWTH","A","1999",2.188027,
"USA","CPI","TOT","AGRWTH","A","2000",3.376857,
"USA","CPI","TOT","AGRWTH","A","2001",2.826171,
"USA","CPI","TOT","AGRWTH","A","2002",1.586032,
"USA","CPI","TOT","AGRWTH","A","2003",2.270095,
"USA","CPI","TOT","AGRWTH","A","2004",2.677237,
"USA","CPI","TOT","AGRWTH","A","2005",3.392747,
"USA","CPI","TOT","AGRWTH","A","2006",3.225944,
"USA","CPI","TOT","AGRWTH","A","2007",2.852673,
"USA","CPI","TOT","AGRWTH","A","2008",3.8391,
"USA","CPI","TOT","AGRWTH","A","2009",-0.3555463,
"USA","CPI","TOT","AGRWTH","A","2010",1.640043,
"USA","CPI","TOT","AGRWTH","A","2011",3.156842,
"USA","CPI","TOT","AGRWTH","A","2012",2.069337,
"USA","CPI","TOT","AGRWTH","A","2013",1.464833,
"USA","CPI","TOT","AGRWTH","A","2014",1.622223,
"USA","CPI","TOT","AGRWTH","A","2015",0.1186271,
"USA","CPI","TOT","AGRWTH","A","2016",1.261583,
"USA","CPI","TOT","AGRWTH","A","2017",2.13011,
"USA","CPI","TOT","AGRWTH","A","2018",2.442583,
"USA","CPI","TOT","AGRWTH","A","2019",1.81221,
"USA","CPI","TOT","AGRWTH","A","2020",1.233584,
"USA","CPI","TOT","AGRWTH","A","2021",4.697859,
"BRA","CPI","TOT","AGRWTH","A","1995",66.00703,
"BRA","CPI","TOT","AGRWTH","A","1996",15.75767,
"BRA","CPI","TOT","AGRWTH","A","1997",6.926713,
"BRA","CPI","TOT","AGRWTH","A","1998",3.195076,
"BRA","CPI","TOT","AGRWTH","A","1999",4.858448,
"BRA","CPI","TOT","AGRWTH","A","2000",7.044141,
"BRA","CPI","TOT","AGRWTH","A","2001",6.840359,
"BRA","CPI","TOT","AGRWTH","A","2002",8.450165,
"BRA","CPI","TOT","AGRWTH","A","2003",14.71492,
"BRA","CPI","TOT","AGRWTH","A","2004",6.597185,
"BRA","CPI","TOT","AGRWTH","A","2005",6.869537,
"BRA","CPI","TOT","AGRWTH","A","2006",4.183568,
"BRA","CPI","TOT","AGRWTH","A","2007",3.641273,
"BRA","CPI","TOT","AGRWTH","A","2008",5.678594,
"BRA","CPI","TOT","AGRWTH","A","2009",4.888035,
"BRA","CPI","TOT","AGRWTH","A","2010",5.038727,
"BRA","CPI","TOT","AGRWTH","A","2011",6.63645,
"BRA","CPI","TOT","AGRWTH","A","2012",5.403499,
"BRA","CPI","TOT","AGRWTH","A","2013",6.204311,
"BRA","CPI","TOT","AGRWTH","A","2014",6.32904,
"BRA","CPI","TOT","AGRWTH","A","2015",9.029901,
"BRA","CPI","TOT","AGRWTH","A","2016",8.739143,
"BRA","CPI","TOT","AGRWTH","A","2017",3.446373,
"BRA","CPI","TOT","AGRWTH","A","2018",3.66485,
"BRA","CPI","TOT","AGRWTH","A","2019",3.732976,
"BRA","CPI","TOT","AGRWTH","A","2020",3.211768,
"BRA","CPI","TOT","AGRWTH","A","2021",8.30166,
"CHL","CPI","TOT","AGRWTH","A","1995",8.232634,
"CHL","CPI","TOT","AGRWTH","A","1996",7.359115,
"CHL","CPI","TOT","AGRWTH","A","1997",6.133866,
"CHL","CPI","TOT","AGRWTH","A","1998",5.110244,
"CHL","CPI","TOT","AGRWTH","A","1999",3.336883,
"CHL","CPI","TOT","AGRWTH","A","2000",3.843273,
"CHL","CPI","TOT","AGRWTH","A","2001",3.569101,
"CHL","CPI","TOT","AGRWTH","A","2002",2.489398,
"CHL","CPI","TOT","AGRWTH","A","2003",2.810177,
"CHL","CPI","TOT","AGRWTH","A","2004",1.054739,
"CHL","CPI","TOT","AGRWTH","A","2005",3.052574,
"CHL","CPI","TOT","AGRWTH","A","2006",3.392019,
"CHL","CPI","TOT","AGRWTH","A","2007",4.407798,
"CHL","CPI","TOT","AGRWTH","A","2008",8.716269,
"CHL","CPI","TOT","AGRWTH","A","2009",0.3530467,
"CHL","CPI","TOT","AGRWTH","A","2010",1.410711,
"CHL","CPI","TOT","AGRWTH","A","2011",3.341217,
"CHL","CPI","TOT","AGRWTH","A","2012",3.007448,
"CHL","CPI","TOT","AGRWTH","A","2013",1.789556,
"CHL","CPI","TOT","AGRWTH","A","2014",4.718675,
"CHL","CPI","TOT","AGRWTH","A","2015",4.348773,
"CHL","CPI","TOT","AGRWTH","A","2016",3.786194,
"CHL","CPI","TOT","AGRWTH","A","2017",2.182719,
"CHL","CPI","TOT","AGRWTH","A","2018",2.43489,
"CHL","CPI","TOT","AGRWTH","A","2019",2.557545,
"CHL","CPI","TOT","AGRWTH","A","2020",3.045491,
"CHL","CPI","TOT","AGRWTH","A","2021",4.524569,
"CHN","CPI","TOT","AGRWTH","A","1995",17.1,
"CHN","CPI","TOT","AGRWTH","A","1996",8.3,
"CHN","CPI","TOT","AGRWTH","A","1997",2.8,
"CHN","CPI","TOT","AGRWTH","A","1998",-0.8,
"CHN","CPI","TOT","AGRWTH","A","1999",-1.4,
"CHN","CPI","TOT","AGRWTH","A","2000",0.4,
"CHN","CPI","TOT","AGRWTH","A","2001",0.7,
"CHN","CPI","TOT","AGRWTH","A","2002",-0.8,
"CHN","CPI","TOT","AGRWTH","A","2003",1.2,
"CHN","CPI","TOT","AGRWTH","A","2004",3.9,
"CHN","CPI","TOT","AGRWTH","A","2005",1.8,
"CHN","CPI","TOT","AGRWTH","A","2006",1.5,
"CHN","CPI","TOT","AGRWTH","A","2007",4.8,
"CHN","CPI","TOT","AGRWTH","A","2008",5.9,
"CHN","CPI","TOT","AGRWTH","A","2009",-0.7,
"CHN","CPI","TOT","AGRWTH","A","2010",3.3,
"CHN","CPI","TOT","AGRWTH","A","2011",5.4,
"CHN","CPI","TOT","AGRWTH","A","2012",2.6,
"CHN","CPI","TOT","AGRWTH","A","2013",2.6,
"CHN","CPI","TOT","AGRWTH","A","2014",2,
"CHN","CPI","TOT","AGRWTH","A","2015",1.4,
"CHN","CPI","TOT","AGRWTH","A","2016",2,
"CHN","CPI","TOT","AGRWTH","A","2017",1.6,
"CHN","CPI","TOT","AGRWTH","A","2018",2.1,
"CHN","CPI","TOT","AGRWTH","A","2019",2.9,
"CHN","CPI","TOT","AGRWTH","A","2020",2.5,
"CHN","CPI","TOT","AGRWTH","A","2021",0.9,
"EST","CPI","TOT","AGRWTH","A","1998",8.744751,
"EST","CPI","TOT","AGRWTH","A","1999",3.296111,
"EST","CPI","TOT","AGRWTH","A","2000",4.018489,
"EST","CPI","TOT","AGRWTH","A","2001",5.74828,
"EST","CPI","TOT","AGRWTH","A","2002",3.571913,
"EST","CPI","TOT","AGRWTH","A","2003",1.334991,
"EST","CPI","TOT","AGRWTH","A","2004",3.048111,
"EST","CPI","TOT","AGRWTH","A","2005",4.079714,
"EST","CPI","TOT","AGRWTH","A","2006",4.437621,
"EST","CPI","TOT","AGRWTH","A","2007",6.601326,
"EST","CPI","TOT","AGRWTH","A","2008",10.36236,
"EST","CPI","TOT","AGRWTH","A","2009",-0.07840831,
"EST","CPI","TOT","AGRWTH","A","2010",2.972045,
"EST","CPI","TOT","AGRWTH","A","2011",4.981901,
"EST","CPI","TOT","AGRWTH","A","2012",3.9334,
"EST","CPI","TOT","AGRWTH","A","2013",2.780567,
"EST","CPI","TOT","AGRWTH","A","2014",-0.1061751,
"EST","CPI","TOT","AGRWTH","A","2015",-0.492326,
"EST","CPI","TOT","AGRWTH","A","2016",0.1486849,
"EST","CPI","TOT","AGRWTH","A","2017",3.417236,
"EST","CPI","TOT","AGRWTH","A","2018",3.436327,
"EST","CPI","TOT","AGRWTH","A","2019",2.277259,
"EST","CPI","TOT","AGRWTH","A","2020",-0.4445311,
"EST","CPI","TOT","AGRWTH","A","2021",4.653167,
"IND","CPI","TOT","AGRWTH","A","1995",10.22489,
"IND","CPI","TOT","AGRWTH","A","1996",8.977149,
"IND","CPI","TOT","AGRWTH","A","1997",7.164254,
"IND","CPI","TOT","AGRWTH","A","1998",13.23084,
"IND","CPI","TOT","AGRWTH","A","1999",4.669821,
"IND","CPI","TOT","AGRWTH","A","2000",4.009434,
"IND","CPI","TOT","AGRWTH","A","2001",3.779289,
"IND","CPI","TOT","AGRWTH","A","2002",4.29716,
"IND","CPI","TOT","AGRWTH","A","2003",3.805866,
"IND","CPI","TOT","AGRWTH","A","2004",3.767238,
"IND","CPI","TOT","AGRWTH","A","2005",4.246353,
"IND","CPI","TOT","AGRWTH","A","2006",5.796516,
"IND","CPI","TOT","AGRWTH","A","2007",6.372881,
"IND","CPI","TOT","AGRWTH","A","2008",8.349267,
"IND","CPI","TOT","AGRWTH","A","2009",10.88235,
"IND","CPI","TOT","AGRWTH","A","2010",11.98939,
"IND","CPI","TOT","AGRWTH","A","2011",8.858361,
"IND","CPI","TOT","AGRWTH","A","2012",9.312446,
"IND","CPI","TOT","AGRWTH","A","2013",10.90764,
"IND","CPI","TOT","AGRWTH","A","2014",6.353195,
"IND","CPI","TOT","AGRWTH","A","2015",5.872427,
"IND","CPI","TOT","AGRWTH","A","2016",4.941027,
"IND","CPI","TOT","AGRWTH","A","2017",2.490887,
"IND","CPI","TOT","AGRWTH","A","2018",4.8607,
"IND","CPI","TOT","AGRWTH","A","2019",7.659695,
"IND","CPI","TOT","AGRWTH","A","2020",5.561349,
"IND","CPI","TOT","AGRWTH","A","2021",4.890086,
"IDN","CPI","TOT","AGRWTH","A","1995",9.420318,
"IDN","CPI","TOT","AGRWTH","A","1996",7.97328,
"IDN","CPI","TOT","AGRWTH","A","1997",6.226142,
"IDN","CPI","TOT","AGRWTH","A","1998",58.45105,
"IDN","CPI","TOT","AGRWTH","A","1999",20.47783,
"IDN","CPI","TOT","AGRWTH","A","2000",3.688618,
"IDN","CPI","TOT","AGRWTH","A","2001",11.50012,
"IDN","CPI","TOT","AGRWTH","A","2002",11.90012,
"IDN","CPI","TOT","AGRWTH","A","2003",6.757316,
"IDN","CPI","TOT","AGRWTH","A","2004",6.06406,
"IDN","CPI","TOT","AGRWTH","A","2005",10.4532,
"IDN","CPI","TOT","AGRWTH","A","2006",13.10867,
"IDN","CPI","TOT","AGRWTH","A","2007",6.406562,
"IDN","CPI","TOT","AGRWTH","A","2008",10.22667,
"IDN","CPI","TOT","AGRWTH","A","2009",4.386416,
"IDN","CPI","TOT","AGRWTH","A","2010",5.134203,
"IDN","CPI","TOT","AGRWTH","A","2011",5.356048,
"IDN","CPI","TOT","AGRWTH","A","2012",4.279512,
"IDN","CPI","TOT","AGRWTH","A","2013",6.4125,
"IDN","CPI","TOT","AGRWTH","A","2014",6.394926,
"IDN","CPI","TOT","AGRWTH","A","2015",6.363121,
"IDN","CPI","TOT","AGRWTH","A","2016",3.525805,
"IDN","CPI","TOT","AGRWTH","A","2017",3.808798,
"IDN","CPI","TOT","AGRWTH","A","2018",3.198346,
"IDN","CPI","TOT","AGRWTH","A","2019",3.030587,
"IDN","CPI","TOT","AGRWTH","A","2020",1.920968,
"IDN","CPI","TOT","AGRWTH","A","2021",1.560136,
"ISR","CPI","TOT","AGRWTH","A","1995",9.940259,
"ISR","CPI","TOT","AGRWTH","A","1996",11.39623,
"ISR","CPI","TOT","AGRWTH","A","1997",8.956639,
"ISR","CPI","TOT","AGRWTH","A","1998",5.496829,
"ISR","CPI","TOT","AGRWTH","A","1999",5.175056,
"ISR","CPI","TOT","AGRWTH","A","2000",1.053575,
"ISR","CPI","TOT","AGRWTH","A","2001",1.153505,
"ISR","CPI","TOT","AGRWTH","A","2002",5.756579,
"ISR","CPI","TOT","AGRWTH","A","2003",0.7257646,
"ISR","CPI","TOT","AGRWTH","A","2004",-0.4117344,
"ISR","CPI","TOT","AGRWTH","A","2005",1.312662,
"ISR","CPI","TOT","AGRWTH","A","2006",2.060804,
"ISR","CPI","TOT","AGRWTH","A","2007",0.4598161,
"ISR","CPI","TOT","AGRWTH","A","2008",4.557214,
"ISR","CPI","TOT","AGRWTH","A","2009",3.340312,
"ISR","CPI","TOT","AGRWTH","A","2010",2.71664,
"ISR","CPI","TOT","AGRWTH","A","2011",3.478573,
"ISR","CPI","TOT","AGRWTH","A","2012",1.689482,
"ISR","CPI","TOT","AGRWTH","A","2013",1.576212,
"ISR","CPI","TOT","AGRWTH","A","2014",0.4864956,
"ISR","CPI","TOT","AGRWTH","A","2015",-0.6343907,
"ISR","CPI","TOT","AGRWTH","A","2016",-0.5460349,
"ISR","CPI","TOT","AGRWTH","A","2017",0.2449531,
"ISR","CPI","TOT","AGRWTH","A","2018",0.8173239,
"ISR","CPI","TOT","AGRWTH","A","2019",0.8441287,
"ISR","CPI","TOT","AGRWTH","A","2020",-0.5884303,
"ISR","CPI","TOT","AGRWTH","A","2021",1.492288,
"RUS","CPI","TOT","AGRWTH","A","1995",197.4143,
"RUS","CPI","TOT","AGRWTH","A","1996",47.75201,
"RUS","CPI","TOT","AGRWTH","A","1997",14.76132,
"RUS","CPI","TOT","AGRWTH","A","1998",27.68569,
"RUS","CPI","TOT","AGRWTH","A","1999",85.74649,
"RUS","CPI","TOT","AGRWTH","A","2000",20.79877,
"RUS","CPI","TOT","AGRWTH","A","2001",21.47701,
"RUS","CPI","TOT","AGRWTH","A","2002",15.78873,
"RUS","CPI","TOT","AGRWTH","A","2003",13.66329,
"RUS","CPI","TOT","AGRWTH","A","2004",10.88861,
"RUS","CPI","TOT","AGRWTH","A","2005",12.68531,
"RUS","CPI","TOT","AGRWTH","A","2006",9.668655,
"RUS","CPI","TOT","AGRWTH","A","2007",9.007296,
"RUS","CPI","TOT","AGRWTH","A","2008",14.11077,
"RUS","CPI","TOT","AGRWTH","A","2009",11.64733,
"RUS","CPI","TOT","AGRWTH","A","2010",6.849392,
"RUS","CPI","TOT","AGRWTH","A","2011",8.440471,
"RUS","CPI","TOT","AGRWTH","A","2012",5.074733,
"RUS","CPI","TOT","AGRWTH","A","2013",6.753717,
"RUS","CPI","TOT","AGRWTH","A","2014",7.823416,
"RUS","CPI","TOT","AGRWTH","A","2015",15.5344,
"RUS","CPI","TOT","AGRWTH","A","2016",7.042436,
"RUS","CPI","TOT","AGRWTH","A","2017",3.683334,
"RUS","CPI","TOT","AGRWTH","A","2018",2.878305,
"RUS","CPI","TOT","AGRWTH","A","2019",4.470367,
"RUS","CPI","TOT","AGRWTH","A","2020",3.38166,
"RUS","CPI","TOT","AGRWTH","A","2021",6.694456,
"SVN","CPI","TOT","AGRWTH","A","1995",13.46372,
"SVN","CPI","TOT","AGRWTH","A","1996",9.864456,
"SVN","CPI","TOT","AGRWTH","A","1997",8.359679,
"SVN","CPI","TOT","AGRWTH","A","1998",7.891166,
"SVN","CPI","TOT","AGRWTH","A","1999",6.155588,
"SVN","CPI","TOT","AGRWTH","A","2000",8.911745,
"SVN","CPI","TOT","AGRWTH","A","2001",8.379666,
"SVN","CPI","TOT","AGRWTH","A","2002",7.480778,
"SVN","CPI","TOT","AGRWTH","A","2003",5.544164,
"SVN","CPI","TOT","AGRWTH","A","2004",3.592976,
"SVN","CPI","TOT","AGRWTH","A","2005",2.451501,
"SVN","CPI","TOT","AGRWTH","A","2006",2.457924,
"SVN","CPI","TOT","AGRWTH","A","2007",3.657496,
"SVN","CPI","TOT","AGRWTH","A","2008",5.647424,
"SVN","CPI","TOT","AGRWTH","A","2009",0.8392622,
"SVN","CPI","TOT","AGRWTH","A","2010",1.80117,
"SVN","CPI","TOT","AGRWTH","A","2011",1.802852,
"SVN","CPI","TOT","AGRWTH","A","2012",2.597414,
"SVN","CPI","TOT","AGRWTH","A","2013",1.769201,
"SVN","CPI","TOT","AGRWTH","A","2014",0.1993438,
"SVN","CPI","TOT","AGRWTH","A","2015",-0.5255523,
"SVN","CPI","TOT","AGRWTH","A","2016",-0.05499954,
"SVN","CPI","TOT","AGRWTH","A","2017",1.429107,
"SVN","CPI","TOT","AGRWTH","A","2018",1.738609,
"SVN","CPI","TOT","AGRWTH","A","2019",1.630523,
"SVN","CPI","TOT","AGRWTH","A","2020",-0.05485681,
"SVN","CPI","TOT","AGRWTH","A","2021",1.917065,
"ZAF","CPI","TOT","AGRWTH","A","1995",8.680426,
"ZAF","CPI","TOT","AGRWTH","A","1996",7.354126,
"ZAF","CPI","TOT","AGRWTH","A","1997",8.59777,
"ZAF","CPI","TOT","AGRWTH","A","1998",6.880553,
"ZAF","CPI","TOT","AGRWTH","A","1999",5.181491,
"ZAF","CPI","TOT","AGRWTH","A","2000",5.338953,
"ZAF","CPI","TOT","AGRWTH","A","2001",5.7019,
"ZAF","CPI","TOT","AGRWTH","A","2002",9.49471,
"ZAF","CPI","TOT","AGRWTH","A","2003",5.679419,
"ZAF","CPI","TOT","AGRWTH","A","2004",-0.692031,
"ZAF","CPI","TOT","AGRWTH","A","2005",2.06285,
"ZAF","CPI","TOT","AGRWTH","A","2006",3.243906,
"ZAF","CPI","TOT","AGRWTH","A","2007",6.177805,
"ZAF","CPI","TOT","AGRWTH","A","2008",10.07458,
"ZAF","CPI","TOT","AGRWTH","A","2009",7.215314,
"ZAF","CPI","TOT","AGRWTH","A","2010",4.08973,
"ZAF","CPI","TOT","AGRWTH","A","2011",4.999267,
"ZAF","CPI","TOT","AGRWTH","A","2012",5.724658,
"ZAF","CPI","TOT","AGRWTH","A","2013",5.784469,
"ZAF","CPI","TOT","AGRWTH","A","2014",6.129838,
"ZAF","CPI","TOT","AGRWTH","A","2015",4.540642,
"ZAF","CPI","TOT","AGRWTH","A","2016",6.571396,
"ZAF","CPI","TOT","AGRWTH","A","2017",5.184247,
"ZAF","CPI","TOT","AGRWTH","A","2018",4.517165,
"ZAF","CPI","TOT","AGRWTH","A","2019",4.120246,
"ZAF","CPI","TOT","AGRWTH","A","2020",3.210036,
"ZAF","CPI","TOT","AGRWTH","A","2021",4.611672,
"OECD","CPI","TOT","AGRWTH","A","1995",6.060964,
"OECD","CPI","TOT","AGRWTH","A","1996",5.806972,
"OECD","CPI","TOT","AGRWTH","A","1997",4.899075,
"OECD","CPI","TOT","AGRWTH","A","1998",4.322918,
"OECD","CPI","TOT","AGRWTH","A","1999",3.693284,
"OECD","CPI","TOT","AGRWTH","A","2000",4.048155,
"OECD","CPI","TOT","AGRWTH","A","2001",3.66201,
"OECD","CPI","TOT","AGRWTH","A","2002",2.773575,
"OECD","CPI","TOT","AGRWTH","A","2003",2.472367,
"OECD","CPI","TOT","AGRWTH","A","2004",2.398923,
"OECD","CPI","TOT","AGRWTH","A","2005",2.629901,
"OECD","CPI","TOT","AGRWTH","A","2006",2.660784,
"OECD","CPI","TOT","AGRWTH","A","2007",2.539351,
"OECD","CPI","TOT","AGRWTH","A","2008",3.724534,
"OECD","CPI","TOT","AGRWTH","A","2009",0.5455942,
"OECD","CPI","TOT","AGRWTH","A","2010",1.797387,
"OECD","CPI","TOT","AGRWTH","A","2011",2.8466,
"OECD","CPI","TOT","AGRWTH","A","2012",2.239964,
"OECD","CPI","TOT","AGRWTH","A","2013",1.598778,
"OECD","CPI","TOT","AGRWTH","A","2014",1.736972,
"OECD","CPI","TOT","AGRWTH","A","2015",0.6843458,
"OECD","CPI","TOT","AGRWTH","A","2016",1.199592,
"OECD","CPI","TOT","AGRWTH","A","2017",2.282404,
"OECD","CPI","TOT","AGRWTH","A","2018",2.607743,
"OECD","CPI","TOT","AGRWTH","A","2019",2.068315,
"OECD","CPI","TOT","AGRWTH","A","2020",1.36958,
"OECD","CPI","TOT","AGRWTH","A","2021",3.988017,
"COL","CPI","TOT","AGRWTH","A","1995",20.89713,
"COL","CPI","TOT","AGRWTH","A","1996",20.79709,
