date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-05-17,19.6,14.6,24,0.5,0,231,9,,1009,
2019-05-18,20,14.1,25.3,0,0,337,13.3,,1014.3,
2019-05-19,19.3,15.2,24.6,1.5,0,159,7.5,,1016.8,
2019-05-20,24.1,19.6,29,0,0,227,15.8,,1009.2,
2019-05-21,18.7,14,23.5,0,0,315,9.1,,1013.5,
2019-05-22,18.6,13.5,24,0,0,278,9.1,,1022.7,
2019-05-23,18.1,13,23.6,13,0,200,15.1,,1018.5,
2019-05-24,20.8,17.4,24,0,0,303,8.6,,1013.2,
2019-05-25,17.6,13.6,20.8,0,0,153,15.5,,1021.2,
2019-05-26,21.5,15.7,29.6,5.1,0,247,12.1,,1013.7,
2019-05-27,22.9,17.5,27.5,0,0,337,13.7,,1012.5,
2019-05-28,19.2,16.8,21.3,19.6,0,119,10.3,,1009.7,
2019-05-29,17.6,14,20.7,14.7,0,133,11.8,,1006.8,
2019-05-30,16.1,14,19.6,13.2,0,91,8.1,,1007.5,
2019-05-31,21.5,16.9,28,0,0,278,13.3,,1007,
2019-06-01,21,19,25.2,0,0,138,8.6,,1009.8,
2019-06-02,21.3,17.4,28.5,9.9,0,243,6,,1006.6,
2019-06-03,18.5,15.2,22.9,0,0,299,9.1,,1012.3,
2019-06-04,17.8,13.5,22.4,0,0,262,12.9,,1018.5,
2019-06-05,21.6,16.9,28.6,0,0,206,19.8,,1011.3,
2019-06-06,24.1,20.2,28.5,3.3,0,280,7.2,,1006.8,
2019-06-07,21.6,17.4,25.7,0,0,51,8.3,,1013.1,
2019-06-08,20.9,16.3,26.8,0,0,83,13.2,,1020.2,
2019-06-09,20.2,16.8,24.6,0,0,80,16.5,,1025.5,
2019-06-10,17.8,15.7,20.2,20.1,0,66,16.2,,1018.1,
2019-06-11,21.7,17.9,26.3,4.6,0,308,5,,1013,
2019-06-12,19.8,16.3,23.5,0,0,86,10.5,,1021.3,
2019-06-13,17.2,15.2,19,16.5,0,85,16.9,,1011.1,
2019-06-14,18.9,15.2,23.5,0,0,246,16.8,,1012.2,
2019-06-15,21.8,16.3,27.4,0,0,219,13.6,,1018.1,
2019-06-16,22.9,20.2,27.4,0,0,211,11.5,,1011.8,
2019-06-17,21.9,20.7,23.5,0.3,0,26,5.1,,1014.2,
2019-06-18,20.4,19,21.8,31.2,0,125,5.9,,1013.2,
2019-06-19,20.4,19.1,21.4,3.3,0,82,8.6,,1010.4,
2019-06-20,21,18.6,26.9,19.3,0,75,9.4,,1001.8,
2019-06-21,22.7,18.6,26.9,17,0,309,20.5,,1002,
2019-06-22,22.8,17.4,27.9,0,0,307,5.2,,1012.1,
2019-06-23,24.3,19,30.2,0,0,287,9.3,,1014.5,
2019-06-24,24.5,19.6,29.6,0,0,231,7.3,,1011.5,
2019-06-25,24.6,21.3,30.2,18.8,0,228,5.2,,1010.1,
2019-06-26,26.5,22.4,30.7,0,0,303,6.9,,1015.6,
2019-06-27,27.6,22.4,32.9,0,0,313,4.4,,1019.4,
2019-06-28,27.2,22.4,31.8,0,0,108,7,,1020.8,
2019-06-29,26.1,22.4,34.6,8.1,0,233,9.4,,1015.2,
2019-06-30,25.1,21.3,30.2,0,0,295,7.5,,1008.9,
2019-07-01,24.3,19,30.7,0,0,311,9.6,,1012.8,
2019-07-02,25.6,20.7,30.7,0,0,266,7.3,,1010,
2019-07-03,27.5,24.7,30.3,0,0,44,7.2,,1010.5,
2019-07-04,26,21.8,31.3,0,0,122,5.6,,1017.7,
2019-07-05,24.7,22.4,27.9,0,0,148,6.1,,1020.2,
2019-07-06,26.1,24.6,30.7,0.8,0,213,7.7,,1013.6,
2019-07-07,25.5,22.4,29.6,0,0,56,11.4,,1012.4,
2019-07-08,22.9,21.3,26.3,0.8,0,93,8.4,,1015.3,
2019-07-09,25.6,20.7,31.3,0,0,260,6.5,,1016.8,
2019-07-10,26.7,22.4,30.7,0,0,245,7.5,,1016.6,
2019-07-11,24.7,22.4,29.6,37.6,0,174,9.5,,1012.5,
2019-07-12,26,21.8,31.8,0,0,286,6.7,,1007.5,
2019-07-13,26.2,21.8,30.2,0,0,284,9.3,,1013,
2019-07-14,28,22.9,32.9,0,0,274,6.9,,1013.5,
2019-07-15,26.3,21.8,31.3,0,0,297,7.4,,1017.3,
2019-07-16,27.4,22.9,33.5,0,0,254,7.2,,1017.4,
2019-07-17,28.4,23.5,33.5,24.4,0,223,9.5,,1013.7,
2019-07-18,24,22.4,27.9,8.4,0,45,10.6,,1012.3,
2019-07-19,27,21.8,32.9,0,0,251,10.8,,1012,
2019-07-20,31,26.3,36.3,0,0,250,11.4,,1010.3,
2019-07-21,31.3,26.3,36.3,0,0,259,9.4,,1009,
2019-07-22,26.8,22.9,31.3,45.2,0,201,7.6,,1009.1,
2019-07-23,22.2,20.7,23.5,15.2,0,7,8.9,,1009.8,
2019-07-24,24.7,20.7,30.2,0.3,0,28,8.3,,1013.7,
2019-07-25,25.8,22.4,30.7,0,0,320,7.8,,1019,
2019-07-26,26.2,22.4,30.7,0,0,161,7.2,,1023.9,
2019-07-27,26,21.4,30.8,0,0,186,10.1,,1023.4,
2019-07-28,27.5,22.4,32.4,0,0,250,13,,1018.8,
2019-07-29,28,23.5,33.5,0,0,246,8.1,,1015.7,
2019-07-30,29.5,23.6,34.7,0,0,199,14,,1014.9,
2019-07-31,25.2,21.8,31.8,40.6,0,241,7.9,,1016.6,
2019-08-01,26.4,22.4,31.8,0,0,30,6.2,,1018.3,
2019-08-02,26.1,23.5,30.7,0,0,145,8,,1019.8,
2019-08-03,25.8,22.4,30.7,5.8,0,178,8.4,,1016.6,
2019-08-04,25.8,21.3,32.9,12.7,0,353,5.9,,1013.1,
2019-08-05,24.9,22.4,27.9,0,0,87,11.3,,1014.9,
2019-08-06,24.5,22.9,27.4,7.9,0,125,9,,1012.1,
2019-08-07,23.8,20.7,28.5,39.1,0,164,10.1,,1009.8,
2019-08-08,24.6,20.7,29.6,0,0,237,13.2,,1007.1,
2019-08-09,25,21.3,30.2,0,0,277,6.8,,1007.6,
2019-08-10,24.9,20.7,29,0,0,296,8.4,,1010.5,
2019-08-11,24.1,19.6,27.9,0,0,289,6.5,,1015.7,
2019-08-12,25.7,20.7,31.3,0,0,246,11.8,,1014.5,
2019-08-13,24.5,22.9,27.4,0,0,209,8.4,,1009.8,
2019-08-14,24.1,22.9,27.4,42.9,0,64,6.9,,1010.1,
2019-08-15,24,21.8,27.4,0,0,103,11.5,,1015.6,
2019-08-16,23.8,21.3,27.9,0,0,112,10.2,,1016.9,
2019-08-17,25.8,22.9,30.7,0,0,119,9.2,,1016.1,
2019-08-18,26.7,24,31.3,0,0,156,5.7,,1015.4,
2019-08-19,26.5,23.5,32.4,0,0,229,7.7,,1015.2,
2019-08-20,27.1,24,31.3,0,0,167,8.9,,1018.1,
2019-08-21,26.5,24,30.7,13,0,199,9,,1013.9,
2019-08-22,27.1,22.9,32.9,28.7,0,262,10.2,,1011.5,
2019-08-23,22.3,20.2,24,0.3,0,329,8.5,,1015.4,
2019-08-24,22.5,19.6,26.3,0,0,8,10.4,,1021.1,
2019-08-25,21.8,19,25.7,0,0,49,21.9,,1024,
2019-08-26,20.3,17.4,25.2,0,0,60,16.3,,1022.6,
2019-08-27,20.8,19,24,0,0,114,9.3,,1018.6,
2019-08-28,21.9,20.2,23.5,0.5,0,38,9.6,,1012.5,
2019-08-29,24.3,20.2,29.6,0,0,306,5.4,,1012.1,
2019-08-30,25,19.6,30.7,0,0,238,11.4,,1016.4,
2019-08-31,25.1,22.4,29,0,0,341,8.5,,1022.4,
2019-09-01,22.6,20.2,25.7,0,0,83,15.1,,1026.3,
2019-09-02,22.3,20.7,24.6,30.2,0,154,7.5,,1018.3,
2019-09-03,23.9,20.7,28.5,0,0,94,9.1,,1016.7,
2019-09-04,24.9,20.7,30.2,0,0,221,9.5,,1014.1,
2019-09-05,22,19.6,24.6,0,0,34,11.5,,1017.8,
2019-09-06,18.7,16.3,20.7,8.1,0,28,19.4,,1012.3,
2019-09-07,20,14.6,25.2,0,0,314,6.3,,1009.6,
2019-09-08,21.7,18.5,26.3,0,0,279,7.1,,1016.9,
2019-09-09,22.2,19.6,25.7,0,0,69,13.9,,1023.3,
2019-09-10,22.2,20.7,25.7,0,0,128,10,,1026.6,
2019-09-11,25.4,20.7,31.8,0,0,231,12.3,,1020.8,
2019-09-12,23.7,17.9,26.8,1,0,357,14.3,,1018.6,
2019-09-13,19,16.3,22.4,0,0,80,18,,1029.9,
2019-09-14,21.2,17.9,23.5,0,0,175,10.3,,1025.5,
2019-09-15,24.5,21.3,29.6,0,0,277,6.8,,1020.3,
2019-09-16,22.8,19.1,26.4,0,0,78,6.1,,1017.2,
2019-09-17,22,18.5,26.3,0,0,30,14.9,,1019.8,
2019-09-18,17.5,13,21.4,0,0,30,15.1,,1023.4,
2019-09-19,18,14,23.5,0,0,52,11.4,,1026.9,
2019-09-20,20,14,26.8,0,0,247,10.6,,1023.8,
2019-09-21,21.3,12.5,29.7,0,0,198,5.8,,1022.2,
2019-09-22,24,19,30.2,0,0,237,8.8,,1020,
2019-09-23,25.7,21.3,30.7,1.3,0,219,13,,1011.5,
2019-09-24,22.5,19.6,26.3,0,0,291,7.5,,1009.3,
2019-09-25,21.1,16.8,26.8,0,0,263,6.5,,1011.8,
2019-09-26,21.2,18.5,27.4,0,0,238,8.8,,1010.3,
2019-09-27,19.1,14.1,25.8,0,0,234,9.4,,1018.6,
2019-09-28,21.5,15.3,29.7,0,0,207,12.2,,1018.7,
2019-09-29,24.1,17.5,26.9,0,0,8,18,,1022.4,
2019-09-30,18.2,15.8,20.8,0,0,76,14.8,,1025.5,
2019-10-01,21,16.9,28.6,0,0,208,17.6,,1017.9,
2019-10-02,26.3,19.1,35.3,14.7,0,255,22,,1010,
2019-10-03,15.3,12.5,19.1,12.4,0,47,15.8,,1017.8,
2019-10-04,15.6,9.1,19.7,0,0,318,22.7,,1018.2,
2019-10-05,10.8,5.8,15.3,0,0,73,12.6,,1029.7,
2019-10-06,17.1,14.7,21.4,0,0,171,14,,1025.6,
2019-10-07,22.3,14.7,26.4,7.4,0,202,20.2,,1020.3,
2019-10-08,16.8,15.7,17.9,0.8,0,19,20,,1023.3,
2019-10-09,14,11.8,15.7,6.6,0,30,20.8,,1024.2,
2019-10-10,17.1,12.4,23.5,0,0,13,15.5,,1022.7,
2019-10-11,16,14,17.9,0,0,19,17.5,,1019.5,
2019-10-12,16.2,14,19.6,0,0,344,10.9,,1015.3,
2019-10-13,16.1,12.9,20.2,0,0,287,7.4,,1018.1,
2019-10-14,18.1,15.2,24,0,0,251,9.3,,1015.1,
2019-10-15,15.5,12.4,19.6,0,0,300,8.6,,1020.1,
2019-10-16,16.1,13.5,18.5,54.1,0,113,12.9,,1007.3,
2019-10-17,12.8,11.3,14.6,0,0,269,21,,994.7,
2019-10-18,12.8,10.2,16.3,0,0,314,7.6,,1010.2,
2019-10-19,12.1,8.5,17.9,0,0,256,9.2,,1017.8,
2019-10-20,13.2,11.8,15.2,16.8,0,25,11.2,,1016.8,
2019-10-21,13.6,9.1,20.3,0,0,40,9,,1017.5,
2019-10-22,15.1,14,16.8,13,0,80,16.5,,1016,
2019-10-23,16.7,14,20.7,0.3,0,265,10.2,,1013.8,
2019-10-24,15,11.3,20.2,0,0,225,11.6,,1025.6,
2019-10-25,13.3,7.5,19.1,0,0,226,7.6,,1024.4,
2019-10-26,15.4,12.9,17.9,0.3,0,51,9,,1023.5,
2019-10-27,16,14,19.6,35.1,0,105,12.2,,1013.5,
2019-10-28,15.2,14,16.8,0.3,0,30,8.6,,1020.8,
2019-10-29,14.2,12.4,15.2,4.1,0,44,12.9,,1025.7,
2019-10-30,16.2,15.2,17.4,3.8,0,24,11.3,,1023.6,
2019-10-31,18.7,16.3,20.7,15,0,177,9.6,,1011.6,
2019-11-01,12.3,7.9,20.7,0.5,0,292,16.2,,1015.3,
2019-11-02,9.5,6.8,12.9,0,0,28,8.1,,1022,
2019-11-03,9.6,6.3,13.5,0,0,271,10.3,,1020.1,
2019-11-04,10.7,6.8,14.6,0,0,195,10.6,,1027.1,
2019-11-05,13.5,11.8,15.2,0,0,230,10.3,,1022.3,
2019-11-06,11.1,7.9,14.6,0,0,259,11.6,,1027.6,
2019-11-07,9.5,4.1,14.7,2,0,240,16.2,,1020.5,
2019-11-08,3.8,0.2,7.4,0,0,317,7.9,,1021.7,
2019-11-09,3,-0.4,6.3,0,0,213,10.8,,1026.1,
2019-11-10,8,4,10.7,0,0,228,12.9,,1019,
2019-11-11,12.2,9,16.3,0,0,174,6.8,,1016.5,
2019-11-12,6.2,-2.1,13.5,0.8,0,288,9.4,,1012.5,
2019-11-13,-0.2,-3.7,4,0,0,314,8.9,,1027.2,
2019-11-14,4,0.2,7.4,0,0,235,12,,1029.3,
2019-11-15,7,2.9,11.3,0,0,245,13.2,,1023.4,
2019-11-16,4.5,1.3,7.4,0,0,19,21.8,,1029.4,
2019-11-17,4,1.3,6.3,0,0,35,25.6,,1025.1,
2019-11-18,5.6,4.6,6.3,8.9,0,354,11.2,,1010,
2019-11-19,7.2,5.2,10.7,4.8,0,301,8.9,,1009,
2019-11-20,6.9,5.2,10.7,0,0,327,5.8,,1014.7,
2019-11-21,8.3,4.6,12.4,0,0,272,10.1,,1020.5,
2019-11-22,9.2,3,11.4,1.8,0,251,21.6,,1010.7,
2019-11-23,5,2.4,7.9,0.8,0,238,9.2,,1014.9,
2019-11-24,6.2,4.6,8.5,18,0,328,14.8,,996.9,
2019-11-25,7.9,4,11.8,0,0,223,11.9,,1009.8,
2019-11-26,10.7,6.8,17.4,0,0,216,8.9,,1016.4,
2019-11-27,11.7,9,14,0.3,0,171,9.2,,1010.4,
2019-11-28,8.2,4,11.3,0,0,305,9.1,,1011.6,
2019-11-29,3.3,0.2,6.8,0,0,336,7.8,,1022.2,
2019-11-30,4.2,1.3,9,0,0,351,9.3,,1017.8,
2019-12-01,0.1,-2.4,2.5,17.5,0,29,21.6,,1010,
2019-12-02,2.7,0.7,4,8.1,0,1,15.6,,999.3,
2019-12-03,1.8,0.2,5.2,0.3,30,310,7.4,,1001,
2019-12-04,1.3,-1.3,3.6,0,0,238,15.5,,1001.1,
2019-12-05,3.5,1.4,6.4,0,0,274,25.2,,1008.8,
2019-12-06,5.3,1.8,9,0,0,241,12.2,,1018.6,
2019-12-07,2.6,0.7,5.7,0,0,321,6.8,,1028.1,
2019-12-08,2.9,-1,6.3,0,0,154,8.8,,1032.3,
2019-12-09,9,5.7,11.8,37.8,0,204,13.5,,1016.6,
2019-12-10,11.7,6.3,12.9,2.5,0,239,13.4,,1010.9,
2019-12-11,2.2,0.7,4.6,4.1,0,287,12.4,,1025.3,
2019-12-12,0.6,-1.5,2.9,0,0,334,7.6,,1038.8,
2019-12-13,5.8,1.8,9.6,19.6,0,22,17,,1026.7,
2019-12-14,10,7.4,12.9,18.3,0,0,17.5,,996.6,
2019-12-15,6.1,3.5,9,0,0,263,20.9,,1009.3,
2019-12-16,1.9,1.3,3.5,3.8,0,341,8.6,,1024,
2019-12-17,1.4,0.7,2.4,26.2,0,14,19.1,,1010.4,
2019-12-18,0.6,-4.3,3.5,2,0,280,13.1,,1011.7,
2019-12-19,-4.8,-7.6,-1,0,30,295,9.5,,1026.7,
2019-12-20,-1.7,-4.8,3.5,0,0,315,8.7,,1034.5,
2019-12-21,-0.6,-3.2,1.8,0,0,28,7.1,,1035.5,
2019-12-22,3.2,-1,8.5,0,0,259,12.9,,1027.1,
2019-12-23,7.2,2.9,13.5,0,0,216,10.5,,1019,
2019-12-24,6.7,4,10.7,0,0,359,10.2,,1019.5,
2019-12-25,4.6,1.8,7.9,0,0,32,8.7,,1022.6,
2019-12-26,5.3,2.9,7.4,0,0,50,14.2,,1026.3,
2019-12-27,9.2,7.4,11.3,0,0,207,10.9,,1024.1,
2019-12-28,8.1,5.2,11.3,0,0,295,8.8,,1022.6,
2019-12-29,5.7,4.6,6.8,8.1,0,40,11.1,,1022,
2019-12-30,4.8,3.5,5.7,16.5,0,33,27.3,,1009.4,
2019-12-31,4.3,3,7.5,0,0,294,16.9,,1004.8,
2020-01-01,3.2,1.3,4.6,0,0,264,17.3,,1008.2,
2020-01-02,4.3,0.2,8.5,0,0,218,12.4,,1013.9,
2020-01-03,7.2,6.3,7.9,2.8,0,235,8.4,,1010.2,
2020-01-04,7.8,6.3,9,5.3,0,325,5.7,,1003.7,
2020-01-05,4.2,2.4,6.8,0,0,300,8.2,,1010.1,
2020-01-06,2.4,-0.8,7.5,0.8,30,239,16.6,,1014.8,
2020-01-07,4.3,2.9,6.3,0,0,270,10.4,,1016.2,
2020-01-08,2.2,-1,6.3,0,0,269,13.4,,1016.6,
2020-01-09,-1,-3.7,1.8,0,0,300,9.1,,1038.8,
2020-01-10,6,0.7,11.3,0,0,265,14.5,,1034.5,
2020-01-11,13.9,8.6,20.8,0,0,192,19.8,,1022.6,
2020-01-12,15.3,9,19,1,0,247,15.5,,1018.1,
2020-01-13,5.8,1.4,7.5,0,0,13,10.4,,1029,
2020-01-14,5.9,4.6,7.4,0.5,0,38,9.9,,1025.3,
2020-01-15,7.8,5.7,11.3,0,0,286,9,,1020.9,
2020-01-16,6.3,1.8,9.6,1.3,0,274,10.6,,1015.1,
2020-01-17,-1.6,-4.3,1.8,0,0,321,8.8,,1034.7,
2020-01-18,-2.6,-5.4,2.4,7.9,0,213,10.2,,1028.5,
2020-01-19,3.6,0.2,6.8,0,0,269,10.2,,1008.9,
2020-01-20,-2.1,-5.4,2.4,0,0,328,9.1,,1024.2,
2020-01-21,-1.9,-4.8,2.9,0,0,324,8.9,,1030.8,
2020-01-22,0.6,-2.6,5.2,0,0,286,8.1,,1031.3,
2020-01-23,3.1,-0.4,6.8,0,0,237,7.5,,1029.4,
2020-01-24,6.1,2.9,11.3,0,0,42,10.6,,1027.4,
2020-01-25,6.2,4,9.6,22.4,0,64,22.9,,1014.5,
2020-01-26,5.1,2.9,8.5,0,0,250,14.9,,1009.3,
2020-01-27,4.7,2.9,7.9,0,0,257,19.4,,1006.3,
2020-01-28,4.5,3.5,6.8,0,0,306,6.3,,1010.2,
2020-01-29,3.1,0.7,6.8,0,0,338,7.8,,1018.2,
2020-01-30,0.9,-2.1,4,0,0,26,10.7,,1026.3,
2020-01-31,3.9,1.8,5.7,0.5,0,43,7.5,,1026,
2020-02-01,4.4,3.5,5.7,0,0,348,6.8,,1012.9,
2020-02-02,3.5,1.8,5.7,2.3,0,262,12.7,,1002.2,
2020-02-03,7.6,2.4,13.5,0,0,247,10.8,,1009.1,
2020-02-04,9.1,5.7,13.5,0,0,325,7.6,,1009,
2020-02-05,5.6,4,10.2,0.5,0,5,10,,1015.5,
2020-02-06,4.3,2.9,5.2,15.7,0,41,17.9,,1003.7,
2020-02-07,5.1,1.3,11.8,7.1,0,326,20.6,,990.7,
2020-02-08,2.2,-0.4,5.7,0,0,264,14.2,,1020.5,
2020-02-09,3.7,0.7,6.8,0,0,30,14,,1031.5,
2020-02-10,6,5.2,7.4,8.9,0,209,13.6,,1022.3,
2020-02-11,7.2,5.7,9,7.4,0,345,4.7,,1013.8,
2020-02-12,5.5,4,7.9,4.8,0,261,9,,1020.3,
2020-02-13,4.3,2.4,5.7,6.9,0,310,6.4,,1007.8,
2020-02-14,0.4,-6,4,0,0,310,9.6,,1024.9,
2020-02-15,-3.8,-7.6,-0.4,0,0,285,11.9,,1035.1,
2020-02-16,2.5,-1.5,7.4,0,0,256,12.1,,1022.5,
2020-02-17,6.5,3.5,10.7,0,0,356,8.7,,1024.2,
2020-02-18,5.7,3.5,8.5,0,0,59,15.8,,1022.8,
2020-02-19,6.7,1.8,10.7,0,0,310,7.4,,1023,
2020-02-20,0.6,-2.1,2.4,0,0,313,9.4,,1030.8,
2020-02-21,-1,-4.3,2.9,0,0,310,12.4,,1031.4,
2020-02-22,4,-1,10.2,0,0,259,17.4,,1024.6,
2020-02-23,7.2,1.8,13.5,0,0,233,10.6,,1021.8,
2020-02-24,8.3,4,16.3,0,0,167,6.6,,1017,
2020-02-25,8.1,6.8,9,4.1,0,311,6.3,,1012.2,
2020-02-26,7.4,6.8,7.9,0.3,0,49,14.9,,1012,
2020-02-27,4.5,0.2,6.8,8.1,0,264,35.3,,1001.2,
2020-02-28,1.7,-1.5,5.2,0,0,250,28,,1010.7,
2020-02-29,0,-2.1,2.9,0,0,283,12.5,,1012.8,
2020-03-01,2,-3.2,8.5,0,0,273,10.2,,1020.5,
2020-03-02,8.7,3.5,14,0,0,184,10.4,,1015,
2020-03-03,10.5,8.5,12.9,6.1,0,194,13,,1004.3,
2020-03-04,9.8,6.8,13.5,0,0,266,19.5,,1007.3,
2020-03-05,7.2,4,11.8,0,0,307,7.9,,1018.8,
2020-03-06,5.1,3.5,7.4,9.1,0,30,13.1,,1012.8,
2020-03-07,5.5,2.9,10.7,0,0,330,7.8,,1021.9,
2020-03-08,6.3,-0.8,15.3,0,0,,16.9,,,
2020-03-09,13,6.3,21.3,0,0,264,15.1,,1027.1,
2020-03-10,14.1,10.7,16.8,0,0,267,17.5,,1018.5,
2020-03-11,10.4,6.6,14,0,0,3,11.2,,1018.4,
2020-03-12,7.8,6.3,8.5,0.3,0,43,11.1,,1020.7,
2020-03-13,12.7,8.5,20.2,7.4,0,224,21.2,,1012,
2020-03-14,9.7,6.6,14.6,0,0,305,21.2,,1025.2,
2020-03-15,8.7,6.3,13.5,0,0,5,8.7,,1030.5,
2020-03-16,4.8,1.3,7.4,0,0,74,17.9,,1034.6,
2020-03-17,7.9,5.2,11.3,5.6,0,203,10.4,,1023.2,
2020-03-18,8.4,5.7,11.8,0,0,162,8.3,,1030.6,
2020-03-19,7.9,5.7,10.2,28.4,0,49,14.3,,1024.8,
2020-03-20,13.2,7.9,22.4,0,0,230,9.4,,1014.8,
2020-03-21,10.2,6.3,18.5,0,0,348,10.2,,1024.1,
2020-03-22,4.6,1.8,7.9,0,0,57,19.6,,1036.7,
2020-03-23,3.9,3.5,5.2,28.7,0,46,21.4,,1026.9,
2020-03-24,7.7,2.9,14,0,0,343,8.8,,1019.5,
2020-03-25,6.1,5.2,6.8,0.3,0,38,21.1,,1018.6,
2020-03-26,8.3,4,15.2,0,0,322,9.6,,1015.8,
2020-03-27,13.8,9.6,20.7,0,0,289,6.9,,1011.2,
2020-03-28,9.1,7.4,12.4,5.8,0,41,18.7,,1018.9,
2020-03-29,7.5,6.8,7.9,0.3,0,30,25.2,,1014.1,
2020-03-30,8,6.3,9.6,2.8,0,64,9.8,,1014.1,
2020-03-31,6.3,5.2,7.4,0.8,0,91,11.7,,1016.2,
2020-04-01,8.3,4,14,0,0,20,13.1,,1009.5,
2020-04-02,9.6,4,15.7,0,0,321,5.4,,1005.8,
2020-04-03,9.8,7.4,11.3,1.3,0,339,8.3,,1005.4,
2020-04-04,10.6,7.9,15.7,0,0,54,10.7,,1015.1,
2020-04-05,10.9,7.4,17.9,0,0,79,6.3,,1016.9,
2020-04-06,13.3,9.6,17.9,1.5,0,342,14.4,,1015.5,
2020-04-07,13.6,9.6,18.5,0,0,282,9.3,,1012.4,
2020-04-08,13.8,9.6,19,5.6,0,282,14.4,,1001.1,
2020-04-09,10.5,7.9,14,1.5,0,244,7.3,,996,
2020-04-10,6.8,4,9,0,0,277,14.6,,997.6,
2020-04-11,8.8,4,13.5,0,0,280,10.1,,1012.5,
2020-04-12,11.9,7.4,17.9,0,0,97,7,,1020.7,
2020-04-13,14.2,11.8,17.9,42.9,0,190,16.4,,1008,
2020-04-14,11.4,8.5,15.7,0,0,277,9.5,,1016.4,
2020-04-15,9.1,5.7,12.4,0,0,285,10.7,,1014.7,
2020-04-16,7.8,4.6,10.7,0,0,276,14.2,,1018.7,
2020-04-17,6.1,2.9,9.6,1.8,0,242,14.6,,1022.9,
2020-04-18,7.1,6.3,8.5,4.1,0,351,10.4,,1009.8,
2020-04-19,10,4,15.7,0,0,255,16.5,,1011.5,
2020-04-20,11.5,9,13.5,0,0,7,6.9,,1004.7,
2020-04-21,9.8,6.3,14.6,4.3,0,226,11,,1002.4,
2020-04-22,7.3,2.9,12.4,0,0,289,10.1,,1011.3,
2020-04-23,7.2,5.2,11.3,3.6,0,329,5.9,,1017.5,
2020-04-24,8.1,6.3,9.6,15,0,18,18,,1008.1,
2020-04-25,11.4,7.4,17.9,0,0,259,6.4,,1017.2,
2020-04-26,8.9,6.8,10.2,2.8,0,51,20.1,,1012.1,
2020-04-27,7.4,5.2,10.2,0,0,356,8.2,,1012.9,
2020-04-28,11.4,5.2,19,0,0,330,7.5,,1019.8,
2020-04-29,10.4,8.5,12.9,0.3,0,51,19.9,,1022.8,
2020-04-30,12.1,10.2,14.6,11.9,0,122,20.6,,1016.7,
2020-05-01,14.2,11.3,19,3,0,39,4.6,,1006.5,
2020-05-02,16.9,10.7,22.9,0,0,298,6.5,,1013.3,
2020-05-03,18.5,12.4,25.7,1.3,0,224,11,,1008.1,
2020-05-04,17.3,10.7,22.4,0,0,325,7,,1006.1,
2020-05-05,12.7,7.9,17.9,0,0,299,14,,1012.3,
2020-05-06,10.1,7.9,12.4,3.8,0,49,14.2,,1010.6,
2020-05-07,13.5,7.9,20.2,0,0,271,12.9,,1008.1,
2020-05-08,10.1,7.4,15.2,10.9,0,350,7.7,,1008.5,
2020-05-09,5.6,1.8,9,0,0,289,10.3,,1010.8,
2020-05-10,10.7,4,17.4,0,0,260,23.9,,1017.8,
2020-05-11,11.6,8.5,15.7,1,0,252,12.4,,1011.8,
2020-05-12,11.2,6.8,16.3,0,0,294,6.7,,1016.6,
2020-05-13,11.5,5.7,18.5,0,0,311,8.6,,1025,
2020-05-14,14.5,9.6,18.5,0,0,92,7.1,,1024.3,
2020-05-15,20.7,15.2,26.8,0.5,0,228,13.7,,1013.9,
2020-05-16,20.6,17.4,24.6,0,0,303,5.7,,1016.6,
2020-05-17,15.2,12.9,18.5,0,0,118,13.5,,1024.9,
2020-05-18,15.9,12.9,20.2,0,0,52,13.7,,1021,
2020-05-19,15.3,12.4,19,0,0,47,24.1,,1023.9,
2020-05-20,13.8,10.7,18.5,0,0,92,18.6,,1030.2,
2020-05-21,13.7,9.6,19,0,0,115,9.5,,1029,
2020-05-22,17.2,12.4,24,0.8,0,305,4.6,,1021.5,
2020-05-23,16,13.5,19,20.1,0,32,14.1,,1016.6,
2020-05-24,15.2,11.8,20.7,0,0,54,16.8,,1024,
2020-05-25,16.6,12.9,22.4,0,0,74,10.4,,1022.9,
2020-05-26,17.6,14,23.5,0,0,111,8.1,,1023.2,
2020-05-27,18.1,14.6,24,0,0,104,5.7,,1023.7,
2020-05-28,19.6,16.3,23.5,0,0,121,6.9,,1021.5,
2020-05-29,22.4,17.9,26.8,0,0,186,5.6,,1015.6,
2020-05-30,23,19,27.9,0.8,0,276,9.2,,1012,
2020-05-31,18.4,14,22.4,0,0,326,7.2,,1017.6,
2020-06-01,17,11.3,22.9,0,0,317,8.5,,1021.8,
2020-06-02,18.9,14.6,22.9,3.6,0,231,9.9,,1015.4,
2020-06-03,20.6,15.7,25.7,20.3,0,265,11.7,,1005.1,
2020-06-04,23.4,19,30.2,3.3,0,253,10.1,,1010.1,
2020-06-05,22.1,19.6,27.9,4.8,0,264,7.9,,1012.5,
2020-06-06,24.4,20.6,29.6,0,0,259,5.2,,1007.9,
2020-06-07,22,17.4,26.3,0,0,328,7,,1012,
2020-06-08,21.4,16.8,27.4,0,0,319,8.3,,1016,
2020-06-09,24.1,17.9,30.2,0,0,247,10.4,,1013.9,
2020-06-10,24,21.3,27.9,0,0,138,10.6,,1014.7,
