"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HUR","TOT","PC_LF","A","1967",1.875,
"AUS","HUR","TOT","PC_LF","A","1968",1.85,
"AUS","HUR","TOT","PC_LF","A","1969",1.8,
"AUS","HUR","TOT","PC_LF","A","1970",1.625,
"AUS","HUR","TOT","PC_LF","A","1971",1.925,
"AUS","HUR","TOT","PC_LF","A","1972",2.625,
"AUS","HUR","TOT","PC_LF","A","1973",2.325,
"AUS","HUR","TOT","PC_LF","A","1974",2.7,
"AUS","HUR","TOT","PC_LF","A","1975",4.925,
"AUS","HUR","TOT","PC_LF","A","1976",4.75,
"AUS","HUR","TOT","PC_LF","A","1977",5.65,"B"
"AUS","HUR","TOT","PC_LF","A","1978",6.442533,
"AUS","HUR","TOT","PC_LF","A","1979",6.265499,
"AUS","HUR","TOT","PC_LF","A","1980",6.106246,
"AUS","HUR","TOT","PC_LF","A","1981",5.783571,
"AUS","HUR","TOT","PC_LF","A","1982",7.156132,
"AUS","HUR","TOT","PC_LF","A","1983",9.961594,
"AUS","HUR","TOT","PC_LF","A","1984",8.98968,
"AUS","HUR","TOT","PC_LF","A","1985",8.262986,
"AUS","HUR","TOT","PC_LF","A","1986",8.081038,
"AUS","HUR","TOT","PC_LF","A","1987",8.10804,
"AUS","HUR","TOT","PC_LF","A","1988",7.227954,
"AUS","HUR","TOT","PC_LF","A","1989",6.179825,
"AUS","HUR","TOT","PC_LF","A","1990",6.923,
"AUS","HUR","TOT","PC_LF","A","1991",9.576522,
"AUS","HUR","TOT","PC_LF","A","1992",10.72814,
"AUS","HUR","TOT","PC_LF","A","1993",10.87467,
"AUS","HUR","TOT","PC_LF","A","1994",9.72219,
"AUS","HUR","TOT","PC_LF","A","1995",8.472281,
"AUS","HUR","TOT","PC_LF","A","1996",8.506114,
"AUS","HUR","TOT","PC_LF","A","1997",8.362488,
"AUS","HUR","TOT","PC_LF","A","1998",7.677429,
"AUS","HUR","TOT","PC_LF","A","1999",6.873791,
"AUS","HUR","TOT","PC_LF","A","2000",6.285546,
"AUS","HUR","TOT","PC_LF","A","2001",6.742173,
"AUS","HUR","TOT","PC_LF","A","2002",6.368911,
"AUS","HUR","TOT","PC_LF","A","2003",5.92842,
"AUS","HUR","TOT","PC_LF","A","2004",5.396734,
"AUS","HUR","TOT","PC_LF","A","2005",5.033881,
"AUS","HUR","TOT","PC_LF","A","2006",4.78524,
"AUS","HUR","TOT","PC_LF","A","2007",4.379151,
"AUS","HUR","TOT","PC_LF","A","2008",4.23433,
"AUS","HUR","TOT","PC_LF","A","2009",5.560385,
"AUS","HUR","TOT","PC_LF","A","2010",5.21334,
"AUS","HUR","TOT","PC_LF","A","2011",5.081195,
"AUS","HUR","TOT","PC_LF","A","2012",5.223376,
"AUS","HUR","TOT","PC_LF","A","2013",5.66194,
"AUS","HUR","TOT","PC_LF","A","2014",6.077244,
"AUS","HUR","TOT","PC_LF","A","2015",6.056423,
"AUS","HUR","TOT","PC_LF","A","2016",5.710301,
"AUS","HUR","TOT","PC_LF","A","2017",5.59376,
"AUS","HUR","TOT","PC_LF","A","2018",5.299855,
"AUS","HUR","TOT","PC_LF","A","2019",5.158916,
"AUS","HUR","TOT","PC_LF","A","2020",6.461822,
"AUS","HUR","TOT","PC_LF","A","2021",5.113384,
"AUT","HUR","TOT","PC_LF","A","1993",3.958333,
"AUT","HUR","TOT","PC_LF","A","1994",4.241667,
"AUT","HUR","TOT","PC_LF","A","1995",4.241667,
"AUT","HUR","TOT","PC_LF","A","1996",4.733333,
"AUT","HUR","TOT","PC_LF","A","1997",4.733333,
"AUT","HUR","TOT","PC_LF","A","1998",4.725,
"AUT","HUR","TOT","PC_LF","A","1999",4.15,
"AUT","HUR","TOT","PC_LF","A","2000",3.933333,
"AUT","HUR","TOT","PC_LF","A","2001",3.983333,
"AUT","HUR","TOT","PC_LF","A","2002",4.383333,
"AUT","HUR","TOT","PC_LF","A","2003",4.758333,"B"
"AUT","HUR","TOT","PC_LF","A","2004",5.891667,
"AUT","HUR","TOT","PC_LF","A","2005",6.033333,
"AUT","HUR","TOT","PC_LF","A","2006",5.641667,
"AUT","HUR","TOT","PC_LF","A","2007",5.216667,
"AUT","HUR","TOT","PC_LF","A","2008",4.441667,
"AUT","HUR","TOT","PC_LF","A","2009",5.666667,
"AUT","HUR","TOT","PC_LF","A","2010",5.191667,
"AUT","HUR","TOT","PC_LF","A","2011",4.9,
"AUT","HUR","TOT","PC_LF","A","2012",5.191667,
"AUT","HUR","TOT","PC_LF","A","2013",5.725,
"AUT","HUR","TOT","PC_LF","A","2014",6.033333,
"AUT","HUR","TOT","PC_LF","A","2015",6.15,
"AUT","HUR","TOT","PC_LF","A","2016",6.45,
"AUT","HUR","TOT","PC_LF","A","2017",5.925,
"AUT","HUR","TOT","PC_LF","A","2018",5.208333,
"AUT","HUR","TOT","PC_LF","A","2019",4.841667,
"AUT","HUR","TOT","PC_LF","A","2020",6.025,
"AUT","HUR","TOT","PC_LF","A","2021",6.2,
"BEL","HUR","TOT","PC_LF","A","1983",10.74167,
"BEL","HUR","TOT","PC_LF","A","1984",10.8,
"BEL","HUR","TOT","PC_LF","A","1985",10.10833,
"BEL","HUR","TOT","PC_LF","A","1986",10.03333,
"BEL","HUR","TOT","PC_LF","A","1987",9.8,
"BEL","HUR","TOT","PC_LF","A","1988",8.8,
"BEL","HUR","TOT","PC_LF","A","1989",7.383333,
"BEL","HUR","TOT","PC_LF","A","1990",6.55,
"BEL","HUR","TOT","PC_LF","A","1991",6.441667,
"BEL","HUR","TOT","PC_LF","A","1992",7.091667,
"BEL","HUR","TOT","PC_LF","A","1993",8.625,
"BEL","HUR","TOT","PC_LF","A","1994",9.75,
"BEL","HUR","TOT","PC_LF","A","1995",9.675,
"BEL","HUR","TOT","PC_LF","A","1996",9.541667,
"BEL","HUR","TOT","PC_LF","A","1997",9.216666,
"BEL","HUR","TOT","PC_LF","A","1998",9.341666,
"BEL","HUR","TOT","PC_LF","A","1999",8.4,
"BEL","HUR","TOT","PC_LF","A","2000",6.875,
"BEL","HUR","TOT","PC_LF","A","2001",6.591667,
"BEL","HUR","TOT","PC_LF","A","2002",7.525,
"BEL","HUR","TOT","PC_LF","A","2003",8.175,
